0,2,18,58,630082,846
0,9,18,-177,661517,906
0,3,18,-39,669930,925
0,6,18,85,727630,1007
0,12,18,153,829437,1142
0,5,18,-70,910144,1221
0,4,18,101,918800,1229
0,11,18,-84,987868,1339
0,17,18,753,787078,694
0,24,18,9999,818,1
0,25,0,-10000,0,0
0,13,18,-50,1237914,1649
0,18,18,-392,744013,765
0,16,18,125,732814,857
0,7,18,-95,1300094,1746
0,10,18,182,1363360,1847
0,19,18,375,844026,902
0,1,18,-42,1566799,2003
0,23,18,319,945059,1050
0,14,18,76,1885816,2506
1,1,18,-31,813748,986
1,5,18,-13,698093,873
1,2,18,34,838633,970
1,7,18,14,605208,721
1,3,18,-26,799743,957
1,6,18,48,659293,795
0,8,18,193,2057814,2677
1,9,18,-69,373338,425
1,4,18,44,953547,1158
0,15,18,623,2804562,3009
0,21,18,442,1705400,1902
0,20,18,-416,1926969,2109
1,12,18,31,592024,689
0,22,18,-325,2029008,2214
1,10,18,72,861892,1022
1,16,18,50,798364,918
1,19,18,96,769735,895
1,14,18,27,975782,1131
1,22,18,-44,572723,574
1,11,18,-16,994998,1261
1,18,18,237,1092280,1217
1,17,18,-37,1148685,1367
1,30,18,1496,956050,322
1,15,18,-28,1292326,1535
1,21,18,118,871384,1067
1,13,18,24,1326003,1688
1,8,18,50,1951140,2368
1,25,18,343,831133,845
1,31,18,-1523,1175633,392
1,33,18,-1096,755756,274
1,26,18,-311,842164,896
1,24,18,53,982817,1066
1,35,18,-1096,1428653,515
1,23,18,172,1365253,1451
2,2,18,30,432101,474
1,20,18,-94,1524426,1825
2,3,18,-42,588369,687
1,32,18,1546,3323012,1092
2,6,18,32,597886,721
2,5,18,-29,783335,941
2,9,18,-5,550797,673
2,10,18,455,580896,600
2,7,18,4,856905,1004
1,34,18,1123,3644447,1346
1,27,18,830,3285247,1831
2,16,18,984,647267,437
2,4,18,55,1187832,1467
1,28,18,813,2623379,2143
2,1,18,-30,1354474,1632
2,11,18,-370,1076246,1182
3,3,18,-33,109560,116
2,12,18,576,1081487,998
2,21,18,-1523,655890,233
2,14,18,753,1124036,978
2,18,18,1062,1065084,773
2,20,18,1545,2266193,821
2,8,18,12,1446813,1789
3,4,18,38,503195,615
3,6,18,12,559383,659
2,19,18,-1033,1717642,1283
3,9,18,59,483531,585
2,17,18,-890,1835812,1565
2,15,18,-653,1786862,1672
1,29,18,-802,4420043,3365
3,2,18,38,1228829,1408
3,8,18,40,1055883,1313
3,5,18,-6,1213593,1425
3,1,18,-45,1325151,1621
3,14,18,6,622698,732
3,7,18,-3,1183816,1459
3,10,18,-3,985062,1170
3,16,18,-50,647992,775
3,11,18,0,1092232,1308
2,13,18,-586,2864863,2787
3,25,18,526,423539,428
3,13,18,51,1205317,1476
3,17,18,59,976902,1233
3,24,18,12,678015,813
3,21,18,128,759643,909
3,26,18,-576,725060,701
3,15,18,68,1286225,1654
3,12,18,1,1613959,2061
3,30,18,-679,513088,511
3,20,18,-58,1061156,1275
3,22,18,-110,1075679,1343
3,27,18,571,1059132,1102
3,23,18,103,1236865,1465
3,19,18,61,1403533,1743
3,32,18,-658,774112,741
3,31,18,682,814823,823
3,29,18,653,1112575,1188
3,37,18,508,601451,577
3,28,18,-552,1459563,1411
3,33,18,669,1041182,1050
3,40,18,-351,633882,657
3,18,18,-58,1909066,2458
3,46,18,-289,441667,403
3,38,18,-421,979698,956
3,34,18,-669,1267457,1269
3,48,18,-187,397613,396
3,42,18,-368,972685,1009
3,39,18,438,1191495,1206
3,49,18,194,526889,507
3,41,18,360,1095338,1110
3,50,18,-195,524354,530
3,36,18,-448,1445805,1515
3,44,18,-339,1107222,1168
3,53,18,227,621788,617
3,47,18,262,1087690,1094
3,52,18,-196,804344,759
3,35,18,692,2033994,2069
3,57,18,413,632462,581
3,45,18,318,1386204,1474
3,55,18,213,626610,619
3,56,18,-196,673410,660
3,43,18,413,1582556,1638
3,51,18,187,1165023,1183
3,59,18,454,776519,730
3,54,18,-174,1238341,1234
3,62,18,-397,874556,810
3,65,18,715,909589,588
3,61,18,661,1126159,953
3,63,18,632,1008231,816
3,69,18,746,855442,521
3,58,18,-427,1307470,1156
3,60,18,-459,1270375,1154
3,67,18,716,1225528,772
3,79,18,1065,781519,335
3,77,18,829,634716,385
3,75,18,858,780521,487
3,81,18,1027,658165,246
3,71,18,806,1729064,858
3,85,18,1164,220236,68
3,87,18,1446,155593,48
3,83,18,1104,572735,223
3,89,18,1430,97201,37
3,64,18,-639,2040951,1619
3,73,18,835,1807866,1052
3,91,18,1537,208189,65
3,90,18,-2577,972584,273
3,93,18,1529,85992,28
3,72,18,-789,2285678,1294
3,94,18,-7640,300597,94
3,92,18,-6488,445314,138
3,88,18,-2407,2014124,512
3,70,18,-765,3076177,1621
3,68,18,-753,3570465,1901
4,4,18,-9,468395,578
3,80,18,-1330,4084870,1490
4,2,18,32,667677,785
3,66,18,-715,3691668,2376
4,5,18,37,595136,720
3,78,18,-915,4336819,1935
4,1,18,-37,863233,1071
4,3,18,9,810193,991
3,86,18,-2515,4975061,1571
4,8,18,-17,378346,463
4,6,18,-29,830090,993
3,82,18,-1625,6080887,1779
3,74,18,-861,4373968,2230
4,12,18,-39,357851,414
3,84,18,-1878,6075354,1877
3,76,18,-867,5426498,2532
4,9,18,31,716748,918
4,11,18,58,752417,906
4,7,18,25,1332853,1661
4,10,18,2,1062019,1332
4,13,18,48,1057652,1295
4,15,18,49,1048436,1302
4,17,18,80,1004956,1267
4,19,18,286,1060072,1273
4,29,18,1256,430493,185
4,14,18,-51,1383638,1776
4,27,18,987,1288023,708
4,30,18,-1269,1335531,572
4,31,18,1269,1258858,544
4,33,18,1238,434206,186
4,18,18,-31,1495612,1869
4,21,18,330,1534851,1834
4,34,18,-1238,645217,274
4,16,18,-22,1662976,2126
4,32,18,-1224,1712735,819
4,20,18,-274,1869860,2226
4,35,18,1512,1291168,502
4,22,18,-334,1765210,2143
4,28,18,-992,2101117,1215
4,24,18,-447,1558370,1958
4,26,18,-350,1417661,1646
4,36,18,-1507,1858868,725
4,38,18,-1553,2085956,820
4,39,18,1614,2302547,892
4,40,18,-1546,2360936,918
4,37,18,1674,2795784,1136
4,25,18,482,2239128,2789
5,2,18,105,731027,876
4,43,18,1759,3167385,1162
4,45,18,2025,3205391,1162
5,3,18,-24,807877,984
5,7,18,-68,549833,656
4,41,18,1769,4460265,1635
4,44,18,-1784,4571764,1631
5,5,18,-19,953804,1144
4,23,18,479,2933011,3550
5,4,18,25,1068627,1284
5,6,18,140,1014151,1188
5,1,18,-39,1529184,1907
5,9,18,-12,784247,949
5,17,18,247,398613,454
4,42,18,-1781,6721387,2483
5,15,18,26,714315,894
5,10,18,15,1259867,1569
5,19,18,294,878668,1008
5,13,18,0,1308566,1616
5,12,18,-13,1399885,1751
5,21,18,271,826990,990
5,18,18,-282,1256718,1440
5,20,18,-312,1099627,1228
5,14,18,4,1546126,1906
5,24,18,-139,723403,847
5,25,18,153,579409,678
5,27,18,-1126,1095966,517
5,26,18,1192,1569526,726
5,16,18,21,1471683,1834
5,22,18,-155,1155698,1377
5,8,18,75,1961210,2450
5,11,18,130,1986568,2480
5,31,18,-876,1009900,655
5,28,18,1123,2250237,1081
5,30,18,984,1943938,1111
5,23,18,248,1712682,1968
5,29,18,-976,2536686,1420
5,32,18,876,2068639,1308
4,46,18,-2184,12632497,4679
5,40,18,823,1955905,1097
5,35,18,-776,2116984,1528
5,48,18,915,693507,329
5,44,18,926,1754867,867
5,46,18,946,1372826,639
5,33,18,-768,2639206,1988
5,50,18,938,891545,450
5,54,18,1253,1081507,353
5,49,18,-907,2440681,1183
5,39,18,-753,4230444,2733
5,38,18,730,4070027,2772
5,42,18,860,3675815,2187
5,58,18,9992,290620,96
5,60,18,9993,10172,8
5,61,18,-9994,79044,30
5,62,18,9994,10990,7
5,63,18,-9995,20003,10
5,59,18,-9992,764347,229
5,43,18,-845,3853392,2352
5,45,18,-957,4176321,2139
5,36,18,784,4155299,3180
5,37,18,-736,4695900,3254
5,34,18,776,4528024,3390
5,51,18,-961,4081447,1836
5,56,18,1325,2663953,911
5,52,18,1301,5359801,1844
5,47,18,-979,5409200,2471
5,41,18,-776,5352963,3421
5,57,18,-1338,3373257,1153
6,3,18,-47,678616,835
6,6,18,28,626021,763
6,9,18,-23,465400,510
6,4,18,44,820564,1009
6,5,18,-23,785158,986
6,2,18,43,945027,1171
5,53,18,-1315,7749572,2640
6,16,18,-6,396860,424
6,7,18,-31,1035602,1269
6,1,18,-57,1468632,1803
6,8,18,25,1004268,1257
6,17,18,74,633460,696
6,13,18,0,832787,988
6,19,18,62,676374,722
6,10,18,30,1166300,1406
6,12,18,40,1029401,1236
6,14,18,62,1027385,1114
6,18,18,-18,920110,1078
6,15,18,-11,1163668,1257
6,22,18,-31,700952,738
6,23,18,157,583879,645
6,21,18,88,803902,879
6,24,18,243,754222,801
6,20,18,-74,1050217,1157
6,26,18,276,911046,962
6,11,18,-31,1855075,2179
6,33,18,23,619237,618
6,30,18,210,878146,875
6,25,18,-246,1031156,1100
5,55,18,-1330,10620347,3569
7,2,18,47,118343,130
6,32,18,13,807970,839
6,27,18,-150,1123145,1242
6,31,18,-70,944876,1032
6,35,18,-220,840064,858
6,34,18,147,1184454,1288
6,38,18,729,1112679,821
7,5,18,39,671924,799
7,1,18,-40,803068,976
7,3,18,35,870987,1022
6,37,18,-171,1295902,1379
7,6,18,-38,855414,1020
7,8,18,-2,767315,936
6,28,18,165,2058345,2280
7,11,18,49,531995,643
7,10,18,9,849265,1058
7,4,18,-39,1323633,1526
6,29,18,-148,2214137,2502
7,12,18,-33,689296,880
7,9,18,12,1227666,1482
7,19,18,42,559614,646
7,14,18,-33,899688,1106
7,7,18,39,1566215,1878
7,15,18,41,887104,1123
7,20,18,20,883218,1086
7,29,18,25,335921,397
7,24,18,89,725348,906
7,21,18,112,963841,1195
7,13,18,46,1419856,1775
6,36,18,576,3842246,3086
7,23,18,-25,1023022,1239
7,31,18,14,337593,392
7,28,18,25,729070,875
7,25,18,30,1190484,1444
7,34,18,-1,644604,705
7,18,18,37,1775022,2246
7,37,18,-168,485187,528
7,30,18,16,842475,1030
7,32,18,79,844742,964
7,22,18,60,1544099,1989
7,27,18,63,1321979,1609
7,17,18,24,1995772,2534
7,35,18,0,831444,936
7,38,18,180,801839,882
7,40,18,183,545211,563
7,50,18,9997,4757,4
7,48,18,1462,573423,215
7,52,18,9998,1095,2
7,45,18,-524,579139,496
7,43,18,-171,483006,517
7,16,18,-14,2310690,2946
7,36,18,303,1066338,1220
7,33,18,-4,1268855,1479
7,47,18,-892,707033,454
7,41,18,-175,672694,729
7,53,18,-1053,496999,251
7,49,18,-1462,980273,367
8,1,18,-33,179277,199
8,2,18,101,231017,255
7,39,18,-69,893752,1053
7,54,18,1061,702916,350
7,44,18,590,978502,879
7,26,18,0,2041819,2450
8,3,18,0,373487,408
7,51,18,-961,910055,645
7,42,18,204,1061156,1151
7,55,18,-913,833770,617
7,46,18,938,1715846,1074
8,4,18,112,706842,862
8,5,18,213,785685,910
8,16,18,349,442702,497
8,9,18,-130,684244,845
8,13,18,-172,634977,761
8,10,18,142,714625,906
8,8,18,137,811569,1057
8,19,18,80,353931,407
8,7,18,56,979629,1213
8,15,18,-136,732364,894
8,12,18,184,877450,1069
8,6,18,46,1095579,1319
8,17,18,128,783880,909
8,14,18,158,919756,1151
8,21,18,36,539641,583
8,23,18,-46,493482,530
8,18,18,55,995010,1177
8,24,18,129,622618,721
8,29,18,24,562621,638
8,20,18,121,1024919,1147
8,11,18,-130,1528170,1944
8,26,18,203,846251,948
8,25,18,-29,903788,1026
8,31,18,0,704429,810
8,28,18,215,907668,1015
8,35,18,-720,811534,811
8,34,18,869,1323761,966
8,22,18,202,1316244,1597
8,38,18,670,871447,715
8,27,18,-174,1377405,1556
8,32,18,802,1502412,1363
8,45,18,97,593918,593
8,41,18,0,917083,996
8,46,18,-64,589491,607
8,36,18,758,1628469,1539
8,40,18,568,1146237,1188
8,51,18,930,471226,259
8,30,18,102,1835607,2091
8,33,18,-786,2030337,1938
8,37,18,-629,2001890,1633
8,49,18,-38,790282,861
8,42,18,-15,1485854,1658
8,44,18,103,1148463,1325
8,52,18,-726,1089731,787
8,48,18,715,1560637,1235
